script,character,gender,line,stereotype_type,rewritten_line
Highway,Veera,female,Veera lying on the side of the highway as vehicles grind past very close to her.,objectification,"Veera, determined to reach her destination, lies on the side of the highway, narrowly avoiding being hit by passing vehicles."
Highway,Veera,female,Veera drinking orange juice with Aadoo on the roadside. Mahabir looking,occupation_gap,Veera and Aadoo enjoying orange juice on the roadside. Mahabir observes them.
Highway,Veera,female,from the rear view as he sits on the driver’s seat of the tempo nearby. Veera takes,occupation_gap,Veera approaches the tempo and takes the driver's seat.
Highway,Veera,female,"Veera is running next to a canal, racing with the tempo.",occupation_gap,"Veera sprints along the canal, determined to keep up with the pace."
Highway,Veera,female,water spouting out of some fat pipes. Veera climbs the pipes and lowers her face into,none,water spouting out of some fat pipes. Veera climbs the pipes and lowers her face into
Highway,Veera,female,Veera running and walking in the wide wheat fields. She looks back. Mahabir,occupation_gap,"Veera walks through the wheat fields, determined to find Mahabir."
Highway,Veera,female,"Veera is walking out of the washroom of the dhaaba. Two boys cross, looking",occupation_gap,"Veera exits the washroom of the dhaaba. Two people cross, looking"
Highway,Veera,female,Veera turns to them aggressively and charges.,occupation_gap,Veera confidently approaches them and demands their attention.
Highway,Veera,female,"Veera turns to see him coming, turns to the boys. And charges at them.",none,"Veera turns to see him coming, turns to the boys. And charges at them."
Highway,Veera,female,Mahabir grabs both the boys by their necks. He bangs them on the wall. Veera,agency_gap,"Mahabir confronts both the boys, demanding they listen to his teachings. He uses his strength to emphasize his point, but not to harm them. Veera steps in to"
Highway,Veera,female,Veera hits out at them as Mahabir holds their throats to the wall.,agency_gap,"Veera confronts them with her determination, while Mahabir maintains a neutral stance."
Highway,Veera,female,"Veera climbing up mound in the fields, sits, falls rolls over, laughs and sits",occupation_gap,"Veera climbs up the mound in the fields, determined to reach the top, and eventually achieves her goal with a laugh and a satisfied smile."
Highway,Dana Mandi,female,The tempo enters the Noor Mahal Dana Mandi.,none,The tempo enters the Noor Mahal Dana Mandi.
Highway,Dana Mandi,female,The atmosphere of the Noor Mahal Dana Mandi. Looking at the old deserted,occupation_gap,"The atmosphere of the Noor Mahal Dana Mandi. The character gazes at the old, abandoned building, reflecting on its past glory and the potential for its future restoration."
Highway,Veera,female,Veera walks in with Aadoo. She has been looking at everything with,occupation_gap,"Veera walks in with Aadoo. She has been looking at everything with a discerning eye, eager to make her mark in the male-dominated field."
Highway,Veera,female,"Veera enters in front of the wall, still smiling.",none,"Veera enters in front of the wall, still smiling."
Highway,Teri,female,Teri shakl dekh kar koi ghanta serious ho sakta hai...?,none,Teri shakl dekh kar koi ghanta serious ho sakta hai...?
Highway,Veera,female,Veera is seen standing on the terrace in the distance. Mahabir is keeping watch on,occupation_gap,"Veera is seen standing on the terrace, keeping watch on Mahabir."
Highway,Veera,female,"Veera is eating some sweet, looking around happily at the town.",occupation_gap,Veera is enjoying a sweet treat while taking in the sights of the town.
Highway,Veera,female,doing something. Aadoo is seen coming up the stairs followed by Veera. He looks at,occupation_gap,"Aadoo and Veera approach the door, and he opens it for them."
Highway,Veera,female,"Mahabir and stops, returns to her. Veera is completely covered in a Chaadara.",occupation_gap,Mahabir stops and returns to her. Veera is wearing a Chaadara.
Highway,Veera,female,"Veera crosses him, walks towards Mahabir. Aadoo quickly turns and slinks",agency_gap,"Veera confidently strides towards Mahabir, while Aadoo cautiously follows."
Highway,Veera,female,Veera realizes as she reaches behind that Mahabir is humming a tune. She,occupation_gap,Veera reaches behind and notices Mahabir humming a tune. She
Highway,Veera,female,Veera notices that he is very tense.,agency_gap,Veera notices that he seems anxious.
Highway,Veera,female,"gathers himself, then walks down. But slows down. He can hear Veera humming his",occupation_gap,"He walks down, but slows down. He can hear Veera humming his song."
Highway,Veera,female,"Veera comes to the edge of the terrace, humming the tune. Mahabir hides at",occupation_gap,Veera sings a tune as she steps onto the terrace. Mahabir watches from the shadows.
Highway,Veera,female,Mahabir tries to control himself with a tough attitude. Veera is putting words,occupation_gap,Mahabir and Veera both struggle to maintain control and express their feelings.
Highway,Veera,female,"Mahabir driving the tempo, the memories in his mind. Veera sitting next to",occupation_gap,"Mahabir and Veera, both driving the tempo, their memories in sync."
Highway,Veera,female,Mahabir driving the tempo. Veera is singing the song. The song is choking,occupation_gap,"Mahabir and Veera are driving the tempo together. They sing the song together, but the song is choking."
Highway,Veera,female,Veera hum in the beginning titles. The infant is crying. The lady is singing.,none,Veera hum in the beginning titles. The infant is crying. The lady is singing.
Highway,Veera,female,"moves in the day. Veera instantly puts her hand on his forehead, strokes his head. He",none,"moves in the day. Veera instantly puts her hand on his forehead, strokes his head. He"
Highway,Veera,female,Veera singing the song in the journey.,none,Veera singing the song in the journey.
Highway,Veera,female,Veera walks into the market place of a hill town called Rampur under the,occupation_gap,"Veera confidently enters the bustling marketplace of Rampur, determined to make a name for herself as a successful businesswoman."
Highway,Veera,female,"Mahabir gives money to the shopkeeper, then looks around. Veera is sitting",occupation_gap,Mahabir gives money to the shopkeeper and notices Veera sitting.
Highway,Veera,female,The tempo is parked on a street corner. Aadoo opens the rear flap. Veera,occupation_gap,Aadoo opens the rear flap of the parked tempo. Veera
Highway,Veera,female,"Veera, sitting on the front seat of the tempo, looking at the song list on the",occupation_gap,"Veera, confidently navigating the tempo, scanning the song list on the"
Highway,Veera,female,"your girlfriend was hot like me’. Mahabir sees that Veera is on the front seat, listening",objectification,"Veera is sitting in the front seat, listening intently."
Highway,Veera,female,to the music. Aadoo is on the ground on the other side. Veera starts to get with the,none,to the music. Aadoo is on the ground on the other side. Veera starts to get with the
Highway,Veera,female,"looks back at her. Veera is full out pumping the dance, it has been a while for her. She",none,"looks back at her. Veera is full out pumping the dance, it has been a while for her. She"
Highway,Veera,female,Veera notices a soft attitude in Mahabir towards her. She instantly moves to,occupation_gap,Veera notices Mahabir's soft attitude towards her and decides to take advantage of it.
Highway,Veera,female,"Mahabir takes Veera forward, looking around. They are carrying their bags.",occupation_gap,"Mahabir and Veera walk together, carrying their bags."
Highway,Veera,female,"He nods, looks at Mahabir, nods to him. Mahabir turns around, Veera follows,",occupation_gap,"Mahabir nods, and Veera follows him."
Highway,Veera,female,"Veera is wondering where they are going. Mahabir is walking, looking down.",occupation_gap,Veera is curious about their destination. Mahabir is focused on the path ahead.
Highway,Veera,female,"Veera is subtly looking around as she walks, also casting glances at Mahabir,",agency_gap,Veera scans her surroundings and occasionally checks on Mahabir as they walk together.
Highway,Mari,female,"Mari jindagi khatam ae kuch na ho sake ae, theek na ho sake, bas mar",none,"Mari jindagi khatam ae kuch na ho sake ae, theek na ho sake, bas mar"
Highway,Veera,female,"Veera is standing in front of the police constable, blank.",occupation_gap,"Veera stands confidently in front of the police constable, ready to address the situation."
Highway,Veera,female,The constable steps up to Veera.,occupation_gap,Veera steps forward to address the constable.
Highway,Veera,female,Veera closes her eyes for a moment. Pause.,none,Veera closes her eyes for a moment. Pause.
Highway,Veera,female,"Veera opens her eyes, a rush of various thoughts in her brain. The other",occupation_gap,"Veera opens her eyes, her mind buzzing with thoughts and ambitions. She looks around, taking in her surroundings."
Highway,Veera,female,Veera standing in the police station compound.,occupation_gap,"Veera, a determined detective, investigates a case at the police station."
Highway,Veera,female,The police men are seen reacting in surprise behind as Veera crosses the lane,occupation_gap,"Veera confidently crosses the lane, causing surprise among the police officers."
Highway,Veera,female,Veera paces up in great hurry as people notice.,occupation_gap,"Veera moves quickly, determined to reach her destination."
Highway,Veera,female,"Veera’s face as she sits in the trekker, looks forward anxiously. She has to",occupation_gap,"Veera, sitting in the trekker, feels a mix of excitement and anticipation. She's determined to make the most of this adventure."
Highway,Veera,female,"The road ahead, from Veera’s point of view.",occupation_gap,Veera's perspective on the road ahead.
Highway,Veera,female,"It is Veera on the platform in the distance, looking around for him in panic,",none,"It is Veera on the platform in the distance, looking around for him in panic,"
Highway,Vahan ja ke khadi ho ja,male,"(cuts her) Vahan ja ke khadi ho ja, bench ke paas.",occupation_gap,She gets up from the bench and starts walking towards the car.
Highway,Veera,female,"Veera joins them, helps an old woman get up.",occupation_gap,"Veera, an ambitious young woman, helps an old woman get up."
Highway,Veera,female,"Veera is sitting on the aisle seat next to the old woman, waiting for Mahabir.",relationship_only,"Veera is sitting on the aisle seat next to the old woman, eagerly anticipating Mahabir's arrival."
