script,character,gender,line,stereotype_type,rewritten_line,severity_score,rewrite,rank
Highway,Ram ke...,male,"jodo Ram ke... Aur chhe maheene, saal talak mud ke Dilli ki ore munh",relationship_only,"Jodo Ram ke... Aur chhe maheene, saal talak mud ke Dilli ki ore munh, jiske liye jiske liye jis",2.0,"Jodo Ram ke... Aur chhe maheene, saal talak mud ke Dilli ki ore munh, jiske liye jiske liye jis",2
Highway,Veera,female,Veera’s face as she is being woken up tenderly by someone.,appearance_focus,Veera wakes up to the sound of someone tenderly shaking her shoulder.,2.0,Veera wakes up to the sound of someone tenderly shaking her shoulder.,2
Highway,Veera,female,"Veera opens her eyes, bleary, looks.",occupation_gap,"Veera opens her eyes, bleary, and takes a deep breath, determined to face the challenges ahead.",3.0,"Veera opens her eyes, bleary, and takes a deep breath, determined to face the challenges ahead.",1
Highway,Veera,female,"Aadoo quickly grabs a few bags and things. Veera looks, rises.",occupation_gap,Aadoo quickly gathers their belongings and rises to their feet.,3.0,Aadoo quickly gathers their belongings and rises to their feet.,1
Highway,Veera,female,"They hurry with Veera, Mahabir turns to the old man.",occupation_gap,"Veera rushes to the old man, and Mahabir follows.",3.0,"Veera rushes to the old man, and Mahabir follows.",1
Highway,Veera,female,"Outside, in the lane, Veera is led to the Marshall jeep and made to sit.",agency_gap,Veera is escorted to the jeep and instructed to sit.,3.0,Veera is escorted to the jeep and instructed to sit.,1
Highway,Veera,female,Mahabir shuts the door of the jeep and rushes to the tempo where Veera is,occupation_gap,Mahabir quickly jumps into the tempo and drives off to find Veera,3.0,Mahabir quickly jumps into the tempo and drives off to find Veera,1
Highway,Veera,female,"seen from the rear. Veera sits to one side, her mouth tied. Goru and Aadoo are sitting",objectification,"Veera sits to one side, her mouth tied. She is seen from the rear, but her agency and ambition are not diminished. Goru and Aadoo are sitting nearby",1.0,"Veera sits to one side, her mouth tied. She is seen from the rear, but her agency and ambition are not diminished. Goru and Aadoo are sitting nearby",3
Highway,Veera,female,to Veera. Veera wonders. Meanwhile –,relationship_only,"Veera wonders. Meanwhile, she takes action to find out.",2.0,"Veera wonders. Meanwhile, she takes action to find out.",2
Highway,Veera,female,"his face. Veera in the same position as well, but whimpering now, begins to sob.",objectification,"Veera's face mirrors his own, but she's no longer whimpering. She takes a deep breath and speaks up.",1.0,"Veera's face mirrors his own, but she's no longer whimpering. She takes a deep breath and speaks up.",3
Highway,Veera,female,Light falls on Veera as the rear flap of the tempo opens. She is sitting in the,occupation_gap,"Veera is sitting in the tempo, ready to start her journey.",3.0,"Veera is sitting in the tempo, ready to start her journey.",1
Highway,Veera,female,"Veera is brought to the mattress on the side. There are no windows there, only",occupation_gap,"Veera is brought to the mattress on the side. She looks around and sees that there are no windows, only",3.0,"Veera is brought to the mattress on the side. She looks around and sees that there are no windows, only",1
Highway,Veera,female,Veera is standing as everyone leaves and lights go off.,occupation_gap,"Veera is standing, watching as everyone leaves and lights go off.",3.0,"Veera is standing, watching as everyone leaves and lights go off.",1
Highway,Veera,female,Nothing happens. Veera turns quickly towards the ventilators. She can not hear any,agency_gap,"Veera quickly turns towards the ventilators, but she can't hear anything.",3.0,"Veera quickly turns towards the ventilators, but she can't hear anything.",1
Highway,Veera,female,Mahabir emerges holding Veera and walks across the yard towards the salt,occupation_gap,"Mahabir, with Veera by his side, confidently strides towards the salt",3.0,"Mahabir, with Veera by his side, confidently strides towards the salt",1
Highway,Veera,female,Veera’s face as she runs desperately. What can be worse than being captive to,agency_gap,"Veera sprints determinedly, escaping her captivity and fighting for her freedom.",3.0,"Veera sprints determinedly, escaping her captivity and fighting for her freedom.",1
Highway,Veera,female,"Veera collects herself, begins to feel nervous, scared.",emotional_typecast,"Veera takes a deep breath, feeling a mix of anticipation and apprehension.",1.0,"Veera takes a deep breath, feeling a mix of anticipation and apprehension.",3
Highway,Veera,female,Veera stays to take a few breaths.,occupation_gap,Veera pauses to catch her breath.,3.0,Veera pauses to catch her breath.,1
Highway,Veera,female,Veera is seen walking to the door that Mahabir had brought her out from.,occupation_gap,"Veera confidently walks out of the room, ready to face whatever challenges lie ahead.",3.0,"Veera confidently walks out of the room, ready to face whatever challenges lie ahead.",1
Highway,Veera,female,Veera’s face as she is in deep sleep on her mattress.,appearance_focus,Veera is peacefully sleeping on her mattress.,2.0,Veera is peacefully sleeping on her mattress.,2
Highway,Veera,female,The men look up. Aadoo is coming up with a cup of tea for Tonk. Veera’s,occupation_gap,"The men look up. Aadoo is bringing a cup of tea for Tonk. Veera is also there, ready to help.",3.0,"The men look up. Aadoo is bringing a cup of tea for Tonk. Veera is also there, ready to help.",1
Highway,Veera,female,"from. Aadoo looks at Mahabir, then turns to ask Veera",occupation_gap,"Aadoo turns to ask Veera, who is also a skilled warrior.",3.0,"Aadoo turns to ask Veera, who is also a skilled warrior.",1
Highway,Veera,female,Veera is speaking into the ventilator.,occupation_gap,Veera is using the ventilator to help her breathe.,3.0,Veera is using the ventilator to help her breathe.,1
Highway,Veera,female,Veera sitting on a stool ahead of the tempo traveller. Mahabir is working,occupation_gap,Veera is sitting on a stool while Mahabir is working.,3.0,Veera is sitting on a stool while Mahabir is working.,1
Highway,Veera,female,"Veera’s presence. Tonk is fastening a tarpauline rope to the side of the tempo, Aadoo",occupation_gap,Veera helps Aadoo fasten a tarpauline rope to the side of the tempo.,3.0,Veera helps Aadoo fasten a tarpauline rope to the side of the tempo.,1
Highway,Veera,female,"Veera looking to the right side. She is blank, silent for a while. Then –",agency_gap,"Veera gazes off into the distance, lost in thought. After a moment, she turns her attention back to the task at hand.",3.0,"Veera gazes off into the distance, lost in thought. After a moment, she turns her attention back to the task at hand.",1
Highway,Veera,female,"Goru sneaks up the staircase. He opens the bolt to Veera’s room, gives a look",occupation_gap,Goru quietly climbs the stairs and approaches Veera's door. He checks the lock before entering.,3.0,Goru quietly climbs the stairs and approaches Veera's door. He checks the lock before entering.,1
Highway,Veera,female,"Veera comes in from the bathing area, sees him. He shuts the door behind and",occupation_gap,"Veera enters the room, sees him, and",3.0,"Veera enters the room, sees him, and",1
Highway,Veera,female,"Mahabir turns to Veera. She looks at him, looks down.",agency_gap,"Mahabir turns to Veera, who looks at him with a mix of emotions, including ambition and determination.",3.0,"Mahabir turns to Veera, who looks at him with a mix of emotions, including ambition and determination.",1
Highway,Veera,female,Aadoo rushes Veera through the factory passage.,occupation_gap,Veera quickly navigates the factory passage with Aadoo by her side.,3.0,Veera quickly navigates the factory passage with Aadoo by her side.,1
Highway,Veera,female,"Veera looks at Mahabir, Aadoo takes her forward. Mahabir is seen walking to",occupation_gap,"Veera takes a step forward, Aadoo supports her, and Mahabir walks beside her.",3.0,"Veera takes a step forward, Aadoo supports her, and Mahabir walks beside her.",1
Highway,Veera,female,"Veera is gagged and hand-tied, is getting tossed in the rear.",objectification,Veera is restrained and taken to the back.,1.0,Veera is restrained and taken to the back.,3
Highway,Veera,female,Veera in the rear is trying to hold on to things and not get tossed. She is not,occupation_gap,Veera in the rear is determined to keep her balance and not lose control. She is a skilled driver.,3.0,Veera in the rear is determined to keep her balance and not lose control. She is a skilled driver.,1
Highway,Veera,female,The tempo is parked off the road. The lower flap of the tempo is down. Veera,occupation_gap,Veera stops the tempo off the road and lowers the flap.,3.0,Veera stops the tempo off the road and lowers the flap.,1
Highway,Veera,female,"Mahabir is standing against the tempo. Veera is sitting, sipping water, trying",occupation_gap,"Mahabir is standing up to the tempo, while Veera is sitting and sipping water, determined to find her own way.",3.0,"Mahabir is standing up to the tempo, while Veera is sitting and sipping water, determined to find her own way.",1
Highway,Veera,female,"he hears the sound of Veera getting out of the tempo. He springs, but he is already",occupation_gap,"Veera gets out of the tempo, and he springs to catch her.",3.0,"Veera gets out of the tempo, and he springs to catch her.",1
Highway,Veera,female,"Mahabir rushes to the tempo, Veera is not in the carrier. He swears and looks",occupation_gap,"Mahabir rushes to the tempo, but Veera is not in the carrier. He swears and looks determined to find her.",3.0,"Mahabir rushes to the tempo, but Veera is not in the carrier. He swears and looks determined to find her.",1
Highway,Veera,female,"Veera comes out from behind some shrubs, walks up.",occupation_gap,"Veera emerges from the bushes, approaches confidently.",3.0,"Veera emerges from the bushes, approaches confidently.",1
Highway,Veera,female,Veera is climbing up the ditch. Mahabir is avoiding supporting her from,occupation_gap,"Veera is determined to climb up the ditch, but Mahabir is hesitant to help her.",3.0,"Veera is determined to climb up the ditch, but Mahabir is hesitant to help her.",1
Highway,Veera,female,Mahabir turns and walks away. Aadoo moves Veera towards the front.,occupation_gap,"Mahabir steps back, allowing Veera to take the lead.",3.0,"Mahabir steps back, allowing Veera to take the lead.",1
Highway,Veera,female,The bonnet cover of the tempo is lowered. Veera is sitting in the middle of the,occupation_gap,Veera lowers the bonnet cover of the tempo and takes a seat in the middle.,3.0,Veera lowers the bonnet cover of the tempo and takes a seat in the middle.,1
